"","Kingdom","Phylum","Class","Order","Family","Genus"
"OTU.1890","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"OTU.1891","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","Elsteraceae",NA
"OTU.1892","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"OTU.1893","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae",NA
"OTU.1894","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1895","Bacteria","Bacteroidetes","Bacteroidia",NA,NA,NA
"OTU.1896","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA
"OTU.1897","Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales_(SR1)",NA,NA
"OTU.1899","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"OTU.1901","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA
"OTU.1902","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae_(Subgroup_1)","Terriglobus"
"OTU.1903","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1904","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"OTU.1906","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"OTU.1907","Bacteria",NA,NA,NA,NA,NA
"OTU.1908","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA
"OTU.1910","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae",NA
"OTU.1911","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","Silvanigrella"
"OTU.1912","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1913","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"OTU.1914","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1916","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales",NA,NA
"OTU.1917","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1918","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1919","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1920","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Phaselicystidaceae","Phaselicystis"
"OTU.1921","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"OTU.1922","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20",NA
"OTU.1924","Bacteria","Bacteroidetes","Ignavibacteria","OPB56",NA,NA
"OTU.1925","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae","Blastocatella"
"OTU.1926","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","Silvanigrella"
"OTU.1927","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","AB1",NA
"OTU.1928","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1929","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales",NA,NA
"OTU.1930","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"OTU.1931","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"OTU.1932","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Fimbriiglobus"
"OTU.1933","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae",NA
"OTU.1934","Bacteria","FBP",NA,NA,NA,NA
"OTU.1935","Bacteria","Verrucomicrobia","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae",NA
"OTU.1936","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Pajaroellobacter"
"OTU.1937","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20",NA
"OTU.1938","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA
"OTU.1941","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1942","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1943","Bacteria","Bacteroidetes","Ignavibacteria","OPB56",NA,NA
"OTU.1944","Bacteria","Proteobacteria",NA,NA,NA,NA
"OTU.1945","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"OTU.1947","Bacteria","Bacteroidetes","Ignavibacteria","Kryptoniales","BSV26",NA
"OTU.1948","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"OTU.1949","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"OTU.1950","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales",NA,NA
"OTU.1951","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales",NA,NA
"OTU.1952","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27_clade"
"OTU.1955","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"OTU.1956","Bacteria","Bacteroidetes","Ignavibacteria","OPB56",NA,NA
"OTU.1957","Bacteria","Cyanobacteria","Sericytochromatia",NA,NA,NA
"OTU.1958","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1959","Bacteria","Acidobacteria","Subgroup_17",NA,NA,NA
"OTU.1962","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"OTU.1963","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"OTU.1964","Bacteria",NA,NA,NA,NA,NA
"OTU.1965","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Paludibaculum"
"OTU.1966","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Achromatium"
"OTU.1967","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1968","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"OTU.1969","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae",NA
"OTU.1971","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA
"OTU.1972","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","Simkaniaceae",NA
"OTU.1974","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","NS9_marine_group",NA
"OTU.1975","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17",NA
"OTU.1976","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324_clade(Marine_group_B)",NA,NA
"OTU.1978","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"OTU.1979","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1981","Bacteria",NA,NA,NA,NA,NA
"OTU.1982","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"OTU.1983","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Niveispirillum"
"OTU.1984","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter"
"OTU.1985","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"OTU.1986","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","37-13",NA
"OTU.1987","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"OTU.1988","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","NS11-12_marine_group",NA
"OTU.1990","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","Aureispira"
"OTU.1991","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27_clade"
"OTU.1992","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"OTU.1993","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",NA
"OTU.1994","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae",NA
"OTU.1996","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae","Blastocatella"
"OTU.1997","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1998","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales",NA,NA
"OTU.2000","Bacteria","Dependentiae","Babeliae","Babeliales",NA,NA
"OTU.2002","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis"
"OTU.2003","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","Oligoflexus"
"OTU.2004","Bacteria","Patescibacteria","Gracilibacteria",NA,NA,NA
"OTU.2005","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA
"OTU.2008","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"OTU.2009","Bacteria",NA,NA,NA,NA,NA
"OTU.2010","Bacteria","Patescibacteria","Gracilibacteria",NA,NA,NA
"OTU.2011","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.2012","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"OTU.2013","Bacteria",NA,NA,NA,NA,NA
"OTU.2014","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.2015","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.2017","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Hypnocyclicus"
"OTU.2018","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria",NA,NA
"OTU.2020","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27_clade"
"OTU.2023","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"OTU.2024","Bacteria","Actinobacteria","Actinobacteria","PeM15",NA,NA
"OTU.2025","Bacteria","Actinobacteria","Acidimicrobiia",NA,NA,NA
"OTU.2026","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae",NA
"OTU.2027","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42",NA
"OTU.2028","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27_clade"
"OTU.2029","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA
"OTU.2031","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.2032","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"OTU.2033","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20",NA
"OTU.2034","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","mle1-27",NA
"OTU.2035","Bacteria","Spirochaetes","MVP-15",NA,NA,NA
"OTU.2036","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.2037","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1",NA
"OTU.2038","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","NS11-12_marine_group",NA
"OTU.2040","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"OTU.2041","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae",NA
"OTU.2042","Bacteria","Verrucomicrobia","Verrucomicrobiae",NA,NA,NA
"OTU.2043","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae",NA
"OTU.2044","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.2049","Bacteria","Spirochaetes","Leptospirae","Leptospirales","Leptospiraceae","Turneriella"
"OTU.2051","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.2053","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cytophagaceae",NA
"OTU.2054","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12",NA
"OTU.2056","Bacteria","Proteobacteria",NA,NA,NA,NA
"OTU.2057","Bacteria","Bacteroidetes","Bacteroidia",NA,NA,NA
"OTU.2058","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae",NA
"OTU.2059","Bacteria","Actinobacteria",NA,NA,NA,NA
"OTU.2060","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Tahibacter"
"OTU.2061","Bacteria",NA,NA,NA,NA,NA
"OTU.2062","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales",NA,NA
"OTU.2063","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA
"OTU.2064","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfosporosinus"
"OTU.2067","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"OTU.2068","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae",NA
"OTU.2070","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","37-13",NA
"OTU.2072","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA
"OTU.2073","Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria",NA,NA
"OTU.2075","Bacteria","Bacteroidetes","Bacteroidia",NA,NA,NA
"OTU.2076","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1"
"OTU.2077","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324_clade(Marine_group_B)",NA,NA
"OTU.2078","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"OTU.2079","Bacteria","Planctomycetes","OM190",NA,NA,NA
"OTU.2080","Bacteria",NA,NA,NA,NA,NA
"OTU.2081","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae",NA
"OTU.2082","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9",NA,NA
"OTU.2083","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae",NA
"OTU.2084","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfosporosinus"
"OTU.2088","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae",NA
"OTU.2091","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula"
"OTU.2093","Bacteria","Bacteroidetes","Bacteroidia",NA,NA,NA
"OTU.2094","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"OTU.2096","Bacteria","Actinobacteria","Acidimicrobiia",NA,NA,NA
"OTU.2097","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.2098","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"OTU.2100","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.2102","Bacteria","Nitrospinae","P9X2b3D02",NA,NA,NA
"OTU.2103","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pir4_lineage"
"OTU.2104","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
